86863,"MU:lane1_fn#001@218-221",35171303071615,35171402759296,99687681
86863,"SEG:lane1_fn#002@222-223",35171402851920,35171402851960,40
86863,"MU:lane1_fn#003@224-227",35171402854936,35171477929015,75074079
86863,"SEG:lane1_fn#004@228-229",35171477988166,35171477988196,30
86863,"MU:lane1_fn#005@230-233",35171477991993,35171547087441,69095448
86863,"SEG:lane1_fn#006@234-235",35171555266731,35171555266781,50
86863,"MU:lane1_fn#007@236-239",35171555300153,35171643123817,87823664
86863,"SEG:lane1_fn#008@240-241",35171650882008,35171650882078,70
86863,"MU:lane1_fn#009@242-245",35171650928054,35171717757786,66829732
86863,"SEG:lane1_fn#010@246-247",35171717789075,35171717789095,20
86863,"MU:lane1_fn#011@248-250",35171717791279,35171829415684,111624405
86863,"SEG:lane1_fn#012@251-252",35171829448135,35171829448165,30
86863,"MU:lane1_fn#013@253-256",35172155079683,35172228939780,73860097
86863,"SEG:lane1_fn#014@257-258",35172228975407,35172228975437,30
86863,"MU:lane1_fn#015@259-262",35172351040308,35172433861202,82820894
86863,"SEG:lane1_fn#016@263-264",35172433901127,35172433901157,30
86863,"MU:lane1_fn#017@265-268",35172811294329,35172881212901,69918572
86863,"SEG:lane1_fn#018@269-270",35172881238650,35172881238670,20
86863,"MU:lane1_fn#019@271-274",35173118197917,35173177972378,59774461
86863,"SEG:lane1_fn#020@275-276",35173177987366,35173177987396,30
86863,"MU:lane1_fn#021@277-280",35173310556350,35173334353916,23797566
86863,"SEG:lane1_fn#022@281-281",35173334429127,35173334429157,30
