86864,"MU:lane2_fn#001@293-297",35171406419272,35171433198883,26779611
86864,"SEG:lane2_fn#002@298-299",35171433289734,35171433289764,30
86864,"MU:lane2_fn#003@300-304",35171478044577,35171536337709,58293132
86864,"SEG:lane2_fn#004@305-306",35171544798036,35171544798086,50
86864,"MU:lane2_fn#005@307-311",35171547149297,35171597904974,50755677
86864,"SEG:lane2_fn#006@312-313",35171597932445,35171597932465,20
86864,"MU:lane2_fn#007@314-318",35171643236138,35171806894643,163658505
86864,"SEG:lane2_fn#008@319-320",35171806950618,35171806950648,30
86864,"MU:lane2_fn#009@321-325",35171806954435,35172149531724,342577289
86864,"SEG:lane2_fn#010@326-327",35172149571479,35172149571499,20
86864,"MU:lane2_fn#011@328-332",35172171272742,35172346452201,175179459
86864,"SEG:lane2_fn#012@333-334",35172355811175,35172355811225,50
86864,"MU:lane2_fn#013@335-339",35172355844617,35172800650250,444805633
86864,"SEG:lane2_fn#014@340-341",35172800722024,35172800722065,41
86864,"MU:lane2_fn#015@342-346",35172800725291,35173115246355,314521064
86864,"SEG:lane2_fn#016@347-348",35173115281831,35173115281851,20
86864,"MU:lane2_fn#017@349-353",35173236520562,35173310520583,74000021
86864,"SEG:lane2_fn#018@354-354",35173313990763,35173313990783,20
