86865,"MU:lane3_fn#001@366-370",35171433450634,35171450928335,17477701
86865,"SEG:lane3_fn#002@371-372",35171451278812,35171451278882,70
86865,"MU:lane3_fn#003@373-377",35171538651119,35171675829877,137178758
86865,"SEG:lane3_fn#004@378-379",35171675872587,35171675872607,20
86865,"MU:lane3_fn#005@380-384",35171675876604,35171806721599,130844995
86865,"SEG:lane3_fn#006@385-386",35171806746535,35171806746555,20
86865,"MU:lane3_fn#007@387-391",35171808958936,35172171191590,362232654
86865,"SEG:lane3_fn#008@392-393",35172173726010,35172173726060,50
86865,"MU:lane3_fn#009@394-398",35172184306494,35172341071256,156764762
86865,"SEG:lane3_fn#010@399-400",35172341101764,35172341101784,20
86865,"MU:lane3_fn#011@401-405",35172582894970,35172785348513,202453543
86865,"SEG:lane3_fn#012@406-407",35172785394759,35172785394780,21
86865,"MU:lane3_fn#013@408-412",35173059399752,35173235311444,175911692
86865,"SEG:lane3_fn#014@413-413",35173242192523,35173242192573,50
